19,18,0
8,12,1
19,15,2
4,13,3
13,8,4
23,1,5
8,15,6
18,9,7
4,18,8
14,10,9
0,23,10
15,14,11
10,1,12
1,20,13
13,16,14
0,21,15
11,22,16
22,22,17
11,9,18
22,19,19
8,2,20
19,8,21
5,21,22
15,6,23
2,17,24
11,10,25
22,10,26
8,3,27
18,11,28
4,23,29
15,10,30
1,15,31
13,14,32
0,15,33
11,18,34
22,23,35
10,22,36
21,1,37
8,8,38
20,1,39
19,21,40
11,11,41
2,6,42
14,22,43
5,23,44
18,22,45
22,5,46
20,12,47
17,23,48
21,7,49
10,20,50
1,17,51
1,7,52
22,20,53
16,15,54
14,0,55
8,14,56
23,13,57
14,4,58
6,14,59
20,16,60
7,18,61
3,22,62
4,4,63
19,1,64
10,15,65
0,17,66
15,11,67
2,21,68
14,15,69
6,4,70
20,3,71
11,20,72
1,23,73
17,15,74
9,20,75
23,23,76
7,3,77
23,14,78
11,7,79
22,18,80
8,4,81
18,12,82
12,10,83
21,16,84
3,7,85
7,19,86
12,15,87
16,18,88
16,6,89
13,4,90
11,6,91
7,6,92
19,7,93
8,17,94
23,8,95
22,6,96
16,0,97
15,23,98
14,2,99
0,8,100
20,15,142
5,0,101
8,10,102
6,10,103
1,5,104
1,12,105
9,7,106
3,5,107
14,1,108
0,4,109
11,2,110
21,8,111
17,3,112
7,11,113
13,17,114
0,19,115
20,20,116
2,9,117
13,11,118
21,2,119
15,20,120
5,3,121
11,13,122
20,19,123
10,17,124
23,3,125
14,20,126
12,4,127
9,2,128
12,18,129
0,7,130
16,21,131
18,15,132
22,4,133
2,8,134
18,5,135
12,21,136
1,16,137
11,12,138
9,11,139
5,6,140
0,0,141
10,6,143
22,13,144
14,13,145
6,12,146
1,9,147
18,10,148
12,6,149
