3,7
19,20
19,18
21,2
2,17
2,0
1,3
8,13
8,22
15,12
19,18
0,21
12,10
18,17
11,17
16,1
2,3
1,11
10,22
0,13
10,3
2,14
7,7
11,12
11,12
20,13
15,5
9,8
10,6
13,18
5,15
11,3
2,7
10,18
12,8
9,13
20,8
6,1
12,7
20,4
20,4
17,8
1,15
8,14
3,14
3,6
13,19
0,19
12,22
0,5
10,1
6,15
6,16
4,6
4,17
14,1
1,8
6,11
17,10
19,19
21,2
0,5
20,13
17,18
1,11
14,15
18,19
22,20
23,3
6,22
20,6
22,14
20,11
7,22
11,0
15,16
19,0
3,6
4,17
11,12
4,4
17,10
17,11
11,12
11,4
18,22
11,9
22,8
23,9
5,11
20,17
2,1
20,5
15,10
2,0
0,23
18,19
17,20
16,14
9,2
15,10
4,19
23,9
1,8
21,10
22,11
22,3
4,17
3,21
1,16
7,10
14,4
7,0
1,17
13,13
16,3
4,18
11,12
6,6
15,16
15,15
8,10
22,14
2,15
6,17
0,7
17,23
5,14
12,15
17,9
5,0
9,17
18,18
22,20
20,22
1,16
16,5
12,8
14,23
2,15
1,5
8,16
15,19
8,3
23,15
11,3
8,13
11,21
3,22
0,18
