9,23
7,12
1,18
17,11
9,21
1,18
13,4
18,7
19,15
14,21
9,23
12,17
1,18
5,17
2,13
4,8
0,18
22,0
5,4
17,4
15,19
19,15
0,3
23,3
3,2
6,16
12,17
19,15
16,18
7,6
22,11
22,0
12,17
20,1
4,6
17,7
13,4
19,15
2,23
17,4
14,11
3,2
3,19
11,7
2,9
17,4
2,22
4,17
19,15
12,1
19,15
12,17
17,10
16,18
14,11
4,16
11,7
20,1
13,4
11,2
11,7
11,16
15,2
8,21
17,11
8,15
22,0
12,17
21,4
15,2
8,21
14,15
14,11
0,18
19,17
19,15
3,19
15,2
0,18
5,2
22,11
2,13
14,11
22,11
21,4
13,15
12,5
17,10
11,2
22,22
19,23
2,9
2,22
5,2
12,23
14,15
12,17
2,9
9,11
14,21
2,22
13,4
19,23
17,7
10,20
22,11
19,15
17,7
12,17
22,0
22,0
2,9
4,16
23,20
2,22
11,16
13,4
17,7
23,3
8,21
6,16
5,6
19,5
19,23
17,7
15,15
12,6
7,15
17,7
11,7
1,18
17,11
2,9
12,17
8,21
8,15
14,15
17,7
23,0
14,11
19,5
7,15
2,13
19,15
12,17
2,22
19,23
19,15
21,6
9,23
