5,23,0
3,12,1
18,4,2
1,8,3
8,14,22
20,18,5
6,7,6
14,3,7
21,19,26
3,10,1
20,4,46
2,7,11
14,3,12
1,2,93
10,14,22
18,17,21
4,10,16
16,20,21
7,21,32
19,4,19
6,9,40
16,20,21
8,14,22
19,7,35
6,7,24
14,3,25
22,18,26
13,15,22
15,13,28
3,20,29
15,6,2
23,1,31
9,20,32
3,10,87
11,23,34
19,7,35
20,16,36
13,6,2
1,1,93
16,14,28
6,9,40
14,22,41
21,3,31
14,8,37
21,20,44
4,17,45
20,4,46
13,16,47
7,12,48
20,16,49
20,19,50
18,4,51
15,3,51
13,13,71
11,1,58
12,11,55
4,17,56
22,20,134
11,1,58
22,16,59
20,3,64
15,10,61
20,8,62
20,14,63
18,3,64
20,22,138
12,11,66
12,21,67
16,11,68
7,15,69
23,8,70
14,11,71
10,6,72
1,20,123
18,13,74
11,1,75
0,12,76
18,2,77
9,18,78
6,14,79
5,7,80
8,14,69
13,17,67
13,17,83
15,9,84
11,6,85
5,7,86
1,10,87
14,11,88
6,7,80
23,8,87
9,18,91
5,3,92
22,20,134
18,20,94
11,11,95
7,19,96
3,4,97
3,20,98
7,15,99
3,18,109
23,16,146
20,22,101
16,1,102
13,13,103
8,13,104
1,20,105
23,4,106
23,3,128
9,18,108
0,14,109
21,10,110
17,23,111
11,3,112
20,1,113
13,19,91
8,2,115
23,8,116
17,13,117
8,2,112
9,6,119
15,12,120
9,9,121
12,15,104
23,21,123
21,3,102
16,1,125
18,4,77
7,3,127
23,1,128
3,3,129
8,1,130
14,22,131
6,1,132
4,3,132
22,22,134
12,7,135
0,14,136
11,18,137
20,22,138
6,3,132
0,3,31
13,18,141
3,18,143
23,22,144
21,11,147
3,13,146
20,14,147
11,3,148
23,8,149
