8,8
11,13
12,6
13,21
13,14
15,5
15,23
17,13
18,0
19,16
20,4
22,18
23,9
0,18
2,7
4,15
5,2
8,4
10,8
12,18
14,23
16,4
18,13
21,17
23,20
2,23
4,8
6,15
8,17
11,19
13,1
16,2
18,9
20,10
23,16
2,15
4,18
7,16
10,14
13,17
16,14
19,10
23,2
3,18
7,9
11,3
14,22
18,16
21,10
1,23
7,2
10,20
15,8
18,1
22,14
3,21
9,0
12,17
17,4
21,14
2,20
7,6
11,21
16,7
20,17
0,8
5,16
10,0
19,20
23,10
4,14
8,3
14,4
23,21
4,7
9,8
14,16
20,15
6,1
11,9
17,6
4,12
9,20
15,16
20,21
2,17
7,0
13,19
21,7
10,18
16,9
23,4
6,19
12,10
20,22
2,16
9,3
16,15
0,1
7,10
21,13
4,1
10,4
12,14
19,1
2,12
18,3
1,11
17,0
0,14
8,19
16,21
7,18
22,7
7,11
21,8
6,11
14,15
23,11
16,11
0,13
9,11
20,13
7,23
16,20
1,17
8,23
17,22
2,19
15,7
2,8
9,1
15,19
22,12
4,6
10,5
23,18
12,7
0,21
7,14
14,6
21,21
3,13
17,18
1,3
8,14
15,2
6,0
13,9
3,9
