11,17
13,2
13,22
14,15
15,10
15,4
16,0
17,17
18,10
18,4
19,20
21,8
22,23
23,13
0,0
2,12
3,2
5,12
6,4
7,18
9,3
10,17
11,4
13,12
15,0
17,8
18,22
20,5
21,16
23,1
1,11
3,19
4,7
6,14
8,21
10,8
12,13
14,22
16,4
20,20
22,0
1,5
3,9
5,17
7,21
10,0
12,7
14,11
17,14
19,16
22,19
1,14
4,13
8,3
11,5
14,2
17,2
20,22
0,19
3,16
6,10
10,2
17,20
20,17
23,14
2,15
5,11
9,6
12,6
16,21
19,15
3,23
8,6
11,23
15,15
19,6
23,22
2,18
6,9
10,23
18,7
22,21
3,6
7,17
12,23
16,17
20,2
0,20
5,6
13,9
21,12
1,23
5,13
10,22
16,22
21,23
3,4
8,5
14,7
21,15
5,2
16,3
22,2
21,6
3,5
20,8
2,9
8,4
14,3
20,3
7,0
0,4
5,10
11,9
22,10
3,15
9,15
3,11
21,2
3,22
16,15
22,11
4,6
23,18
12,5
18,0
1,16
7,12
20,21
9,10
0,8
8,15
22,17
11,2
17,21
0,12
7,5
14,18
20,10
10,18
23,3
6,16
15,12
5,16
19,21
2,11
8,2
16,14
23,4
12,8
