6,0,0
5,15,1
15,3,2
23,7,3
9,19,4
18,12,5
3,12,6
13,3,7
22,23,8
13,16,9
23,2,10
9,16,11
19,8,12
4,22,13
15,9,14
1,20,15
11,8,16
20,4,17
7,8,18
17,23,19
4,23,20
15,4,21
1,16,22
10,9,23
21,17,24
6,17,25
17,19,26
2,14,27
12,0,28
0,23,29
10,6,30
23,1,31
11,17,32
23,12,33
10,12,34
21,16,35
9,18,36
20,22,37
7,20,38
19,18,39
7,17,40
19,12,41
6,13,42
18,10,43
6,5,44
19,15,45
8,6,46
19,7,47
8,22,48
21,2,49
10,16,50
23,8,51
11,0,52
23,21,53
18,2,54
12,23,55
4,9,56
20,16,57
9,2,58
23,11,59
17,2,60
7,2,61
20,15,62
8,7,63
23,6,64
13,7,65
1,23,66
14,13,67
9,3,68
22,8,69
14,23,70
3,6,71
19,14,72
17,3,73
7,4,74
23,13,75
20,9,76
17,0,77
12,7,78
2,6,79
17,4,80
9,13,81
2,17,82
18,5,83
10,13,84
0,12,85
12,13,86
5,14,87
20,5,88
12,19,89
10,4,90
15,0,91
7,5,92
20,17,93
9,5,94
7,19,95
2,20,96
18,8,97
21,4,98
22,10,99
21,10,100
2,19,142
22,13,101
23,0,102
14,14,103
2,9,104
1,12,105
14,18,106
4,1,107
18,4,108
7,9,109
21,12,110
16,21,111
8,10,112
5,1,113
20,0,114
10,21,115
0,3,116
14,3,117
4,7,118
18,13,119
7,1,120
22,18,121
14,2,122
16,22,123
18,1,124
21,13,125
22,17,126
0,18,127
19,3,128
13,1,129
18,16,130
22,2,131
14,7,132
18,19,133
10,0,134
13,14,135
6,20,136
23,17,137
5,8,138
6,16,139
5,16,140
4,18,141
1,19,143
6,19,144
2,23,145
0,0,146
14,8,147
4,8,148
18,9,149
