20,14
8,6
1,16
9,18
13,12
13,8
12,3
19,16
3,11
6,1
3,6
4,15
0,4
9,6
6,9
2,17
12,22
5,21
1,6
2,11
21,12
23,3
18,6
4,3
19,23
19,19
4,15
23,7
23,7
14,22
14,22
2,8
18,17
22,9
5,22
3,13
14,22
18,3
4,0
3,4
1,22
0,21
12,6
0,11
12,6
3,22
17,19
4,15
1,23
19,16
0,18
0,11
23,3
19,16
14,10
0,22
19,16
14,7
9,17
13,3
19,16
3,15
6,9
10,4
11,15
8,18
11,10
20,1
21,7
20,13
11,19
23,13
3,14
1,23
4,4
1,22
21,13
23,3
3,6
23,3
13,17
9,14
23,4
15,7
3,6
1,14
19,6
20,18
13,19
5,21
11,23
18,20
7,15
1,14
19,16
10,15
15,5
18,23
17,6
3,13
6,9
8,7
0,11
1,22
2,11
16,5
10,0
19,22
20,5
18,3
9,20
20,0
23,13
13,8
18,17
21,17
14,21
23,15
3,9
8,6
12,6
0,11
7,1
23,3
3,8
16,19
9,17
20,1
3,12
12,6
18,17
23,18
7,13
20,23
13,22
13,8
3,16
6,9
10,3
8,10
7,0
8,10
8,17
23,15
18,12
6,0
12,6
1,22
23,4
21,4
