10,7,0
6,9,1
2,7,2
13,12,3
1,5,4
13,3,5
2,14,6
15,3,7
0,18,8
12,15,9
2,17,10
14,18,11
2,11,12
14,7,13
2,5,14
12,10,15
0,10,16
12,8,17
1,17,18
11,4,19
23,23,20
13,23,21
0,6,22
13,15,23
0,21,24
13,8,25
0,11,26
13,0,27
1,18,28
17,4,29
5,21,30
18,10,31
7,20,32
21,5,33
9,22,34
22,7,35
13,1,36
3,10,37
17,7,38
6,19,39
20,23,40
11,15,41
1,23,42
16,16,43
6,14,44
22,1,45
18,3,46
7,12,47
0,20,48
14,19,49
6,10,50
5,6,51
7,3,52
7,18,53
6,16,54
10,23,55
7,13,56
5,1,57
20,22,58
5,14,59
15,2,60
6,1,61
16,11,62
3,17,63
13,4,64
0,9,65
10,17,66
20,4,67
8,6,68
19,7,69
5,15,70
23,13,71
18,20,72
16,5,73
15,8,74
2,3,75
23,12,76
21,21,77
14,3,78
5,17,79
19,19,80
14,11,81
7,7,82
1,3,83
19,23,84
12,19,85
10,3,86
5,16,87
6,22,88
1,6,89
19,21,90
14,12,91
10,12,92
15,7,93
9,16,94
15,5,95
10,8,96
10,6,97
9,7,98
7,8,99
6,8,100
13,10,142
18,0,101
12,16,102
11,12,103
10,14,104
9,15,105
8,16,106
7,10,107
7,5,108
6,3,109
4,9,110
3,13,111
2,6,112
1,12,113
2,16,114
21,18,115
15,11,116
13,13,117
17,18,118
14,13,119
18,19,120
15,13,121
21,4,122
17,1,123
7,21,124
7,11,125
7,22,126
7,17,127
19,4,128
14,10,129
14,4,130
2,13,131
21,0,132
20,20,133
20,17,134
19,12,135
19,6,136
18,2,137
18,21,138
17,15,139
3,2,140
13,18,141
20,10,143
3,14,144
10,19,145
17,2,146
23,11,147
23,21,148
0,4,149
