21,21,0
9,17,1
20,21,2
7,2,3
17,11,4
4,18,5
15,20,6
4,10,7
16,4,8
5,16,9
19,16,10
8,6,11
20,22,12
10,2,13
23,16,14
14,12,15
12,14,16
9,13,17
2,15,18
3,17,19
5,20,20
7,17,21
6,13,22
23,14,23
11,13,24
22,13,25
10,8,26
21,14,27
8,18,28
19,3,29
6,23,30
20,7,31
12,16,32
6,12,33
19,18,34
10,17,35
1,6,36
21,6,37
18,6,38
12,20,39
10,0,40
7,21,41
4,9,42
19,7,43
7,5,44
21,1,45
15,18,46
6,20,47
2,17,48
16,21,49
1,18,50
14,7,51
1,11,52
9,10,53
19,21,54
6,2,55
17,8,56
18,16,57
20,12,58
17,7,59
14,1,60
11,12,61
23,7,62
10,18,63
20,23,64
7,8,65
17,15,66
4,0,67
15,4,68
1,13,69
18,19,70
4,1,71
17,19,72
4,23,73
13,13,74
2,7,75
12,13,76
23,19,77
10,23,78
22,23,79
8,5,80
20,3,81
7,11,82
18,9,83
6,5,84
23,10,85
11,6,86
22,8,87
20,14,88
9,0,89
2,5,90
18,14,91
0,0,92
12,22,93
8,20,94
22,2,95
12,8,96
1,16,97
2,23,98
14,16,99
3,4,100
1,5,142
16,17,101
5,1,102
1,7,103
19,22,104
7,20,105
20,1,106
10,12,107
22,1,108
11,15,109
23,6,110
13,16,111
1,8,112
14,18,113
4,21,114
17,12,115
6,21,116
18,18,117
7,4,118
21,7,119
17,10,120
13,10,121
8,19,122
3,23,123
23,23,124
16,3,125
15,6,126
11,7,127
7,7,128
2,11,129
2,1,130
2,20,131
21,8,132
14,8,133
4,7,134
1,22,135
14,10,136
4,17,137
17,0,138
15,13,139
5,11,140
11,23,141
15,10,143
8,8,144
0,23,145
13,4,146
4,5,147
18,3,148
8,3,149
