2,23,0
18,23,1
4,13,2
15,19,3
23,22,4
7,7,5
18,12,6
4,21,7
21,21,8
13,12,9
4,6,10
15,5,11
3,5,12
14,8,13
2,2,14
13,10,15
22,4,16
7,3,17
16,18,18
1,18,19
9,20,20
20,2,21
7,2,22
17,21,23
2,17,24
10,17,25
19,14,26
6,16,27
13,11,28
19,9,29
3,16,30
10,4,31
16,21,32
23,16,33
5,7,34
11,7,35
17,4,36
23,0,37
9,13,38
17,19,39
0,11,40
6,5,41
14,13,42
21,1,43
4,16,44
11,6,45
19,13,46
2,3,47
9,14,48
16,2,49
23,14,50
7,22,51
14,10,52
21,22,53
5,6,54
12,16,55
20,3,56
3,12,57
10,1,58
18,8,59
1,17,60
9,22,61
18,0,62
3,19,63
11,1,64
20,0,65
5,17,66
13,22,67
20,11,68
3,0,69
11,5,70
18,18,71
3,17,72
11,20,73
20,16,74
10,23,75
18,1,76
1,12,77
10,10,78
22,5,79
6,9,80
15,7,81
23,12,82
9,0,83
18,20,84
7,9,85
15,13,86
2,22,87
11,16,88
19,21,89
4,15,90
14,2,91
0,15,92
16,6,93
2,19,94
12,8,95
9,1,96
19,6,97
8,21,98
6,22,99
15,11,100
1,7,101
17,5,142
11,18,102
22,8,103
19,3,104
16,22,105
5,23,106
20,18,107
0,23,108
15,17,109
5,15,110
19,22,111
16,11,112
4,5,113
19,0,114
8,12,115
22,16,116
12,20,117
2,1,118
2,14,119
15,3,120
5,5,121
2,16,122
15,6,123
8,6,124
12,13,125
13,18,126
5,3,127
23,20,128
17,13,129
11,9,130
5,4,131
9,10,132
1,16,133
6,19,134
22,1,135
1,14,136
13,3,137
6,8,138
0,22,139
18,14,140
12,6,141
10,6,143
5,19,144
23,9,145
18,22,146
12,12,147
18,2,148
11,2,149
