6,1,0
9,19,1
4,6,2
22,2,3
14,9,4
7,14,5
22,5,6
13,2,7
5,7,8
1,8,9
14,2,10
23,17,11
9,6,12
1,21,13
17,4,14
10,8,15
1,19,16
17,9,17
9,21,18
2,21,19
16,1,20
4,18,21
16,19,22
10,11,23
2,16,24
19,21,25
10,13,26
4,10,27
21,7,28
18,3,29
9,23,30
22,12,31
10,1,32
23,18,33
12,4,34
0,20,35
14,4,36
3,15,37
15,8,38
4,20,39
16,15,40
5,23,41
19,5,42
9,10,43
19,16,44
5,6,45
21,19,46
11,22,47
1,23,48
15,1,49
5,8,50
18,17,51
7,7,52
17,16,53
3,6,54
18,21,55
5,0,56
16,5,57
7,20,58
22,22,59
11,5,60
1,10,61
14,18,62
4,22,63
18,1,64
11,1,65
1,3,66
15,7,67
8,7,68
4,13,69
16,10,70
6,8,71
23,14,72
12,19,73
7,5,74
21,8,75
12,8,76
22,20,77
6,18,78
16,11,79
8,22,80
17,13,81
7,18,82
17,7,83
2,1,84
16,6,85
2,17,86
11,14,87
21,5,88
7,17,89
16,12,90
5,21,91
15,15,92
6,7,93
5,4,94
7,6,95
1,22,96
20,5,97
20,0,98
9,13,99
20,9,100
8,11,101
17,11,142
17,5,102
3,14,103
14,0,104
1,6,105
11,11,106
21,6,107
7,12,108
3,19,109
16,4,110
2,15,111
15,2,112
11,23,113
10,4,114
20,7,115
19,17,116
19,23,117
22,18,118
17,17,119
20,4,120
0,16,121
23,1,122
6,5,123
11,3,124
14,16,125
19,19,126
0,17,127
13,18,128
3,13,129
23,23,130
19,18,131
14,13,132
3,21,133
9,8,134
3,0,135
22,6,136
18,12,137
12,1,138
8,4,139
2,18,140
22,23,141
10,9,143
23,11,144
2,3,145
23,16,146
9,22,147
17,19,148
12,2,149
