21,10
23,18
23,10
0,7
1,0
1,19
2,13
3,7
4,23
5,14
6,8
7,20
8,11
9,3
11,14
12,2
13,15
15,4
16,19
17,7
19,18
20,8
21,19
23,4
1,17
2,3
4,13
6,22
7,7
9,17
11,4
12,13
14,22
16,6
18,14
20,22
22,3
0,11
2,18
4,1
7,6
9,8
11,13
13,20
16,1
18,5
21,9
23,16
1,18
4,21
6,23
9,2
14,4
17,4
20,1
23,2
2,0
6,19
9,18
17,0
19,3
2,17
5,19
8,17
13,17
17,13
20,10
2,7
6,1
9,1
12,20
16,14
19,8
22,6
2,22
6,15
10,6
14,21
17,17
21,7
1,23
5,12
17,9
21,22
1,16
5,3
9,21
14,23
18,16
23,1
2,16
7,2
12,11
0,3
5,11
10,18
14,8
19,13
0,17
5,4
10,7
15,10
17,22
20,21
6,5
18,4
0,5
6,2
15,0
21,20
3,14
9,12
15,7
21,6
3,6
9,4
15,2
21,2
3,23
9,19
15,16
5,16
12,12
18,10
5,9
11,5
18,1
0,21
6,17
13,11
19,4
9,11
22,21
4,17
11,8
17,1
0,16
7,11
19,0
8,12
15,5
21,21
11,7
0,14
7,5
14,18
21,8
4,20
18,0
1,13
